Team Name,Player ID,Player Name,Position,unit,goals,assists,own_goals,shots,yellow_cards,red_cards,minutes,xg,xa,xg_chain,xg_build,goals_per90,assists_per90,shots_per90,xg_per90,xa_per90,xg_chain_per90,xg_build_per90
Alaves,452,Takashi Inui,ML,Midfield,2,0,0,16,0,0,842,2.5132852364331484,0.424432873725891,2.9570241943001743,0.5277165547013282,0.2137767220902613,0.0,1.7102137767220904,0.26864093976126285,0.04536693424623538,0.3160714696995436,0.056406757628408
Alaves,866,Joselu,FW,Attacking,22,5,0,181,7,0,5844,23.95237673446536,5.7369687110185605,21.954732170328498,3.2995830159634343,0.33880903490759756,0.07700205338809035,2.7874743326488707,0.368876438415791,0.088351674194331,0.3381118917401719,0.050814933510730506
Alaves,871,Bojan,FW,Attacking,0,0,0,5,0,0,437,0.7814844101667403,0.11451922357082361,1.1051166914403436,0.6071441881358622,0.0,0.0,1.0297482837528604,0.16094644602976343,0.02358519478575315,0.22759840327146663,0.1250411371446856
Alaves,1131,Rodrigo Ely,DC,Defence,5,0,0,37,24,2,5616,2.9628579155541943,1.0171305537223811,7.739139198325573,6.753250157460569,0.08012820512820513,0.0,0.592948717948718,0.04748169736465055,0.016300169130166364,0.12402466663983289,0.1082251627798168
Alaves,1672,Jonathan Calleri,FW,Attacking,9,2,0,81,6,0,2884,8.124452205374837,3.272638695314526,11.518800236284733,3.9264746885746713,0.28085991678224687,0.06241331484049931,2.527739251040222,0.2535369967003243,0.10212811462493321,0.3594632528660284,0.12253215047563122
Alaves,1700,Lucas Pérez,FW,Attacking,15,9,0,80,5,0,4261,15.639593500643969,10.65230376087129,17.62554842978716,5.442419786937534,0.31682703590706407,0.19009622154423847,1.6897441915043419,0.3303364034400275,0.22499585507590145,0.37228335101639154,0.11495371528382493
Alaves,1701,Borja Bastón,FW,Attacking,5,1,0,33,4,0,1462,6.937000842764974,1.2777881026268003,6.134073596447706,0.2588484454900024,0.307797537619699,0.06155950752393981,2.0314637482900135,0.4270383555737671,0.07866000631765528,0.3776105497129231,0.015934582827701927
Alaves,1808,Nenad Krsticic,DMC,Midfield,2,0,0,3,3,0,752,0.4833411406725644,0.5671681109815834,1.0086012743413444,0.6207516044378278,0.23936170212765956,0.0,0.3590425531914893,0.05784667906985478,0.06787916221854057,0.12071025889723537,0.07429208031835706
Alaves,2088,Edgar Méndez,MR,Midfield,10,2,0,87,19,1,4513,10.527541491203008,3.324296502396463,15.421951975673435,3.4876827113330355,0.19942388654996676,0.039884777309993354,1.7349878129847107,0.20994432399917365,0.06629441285523635,0.3075505601175735,0.06955272413471597
Alaves,2103,Aleix Vidal,MR,Midfield,2,4,0,23,6,0,2199,2.9567658575251694,4.12976714875549,8.466759244911373,2.6849435009062286,0.08185538881309685,0.1637107776261937,0.941336971350614,0.12101360944850624,0.16902184783446753,0.3465249349895514,0.10988854710393842
Alaves,2106,Munir,FW,Attacking,10,6,0,62,7,1,2459,9.69964040350169,4.519892487674951,12.660594820976257,1.7050504181534045,0.36600244001626675,0.21960146400976005,2.269215128100854,0.35500920549619847,0.1654291679100226,0.46338085965346204,0.0624052613394902
Alaves,2110,Rubén Duarte,DL,Defence,1,4,0,65,31,3,9604,3.2267185267992295,7.093972744420169,19.146774212364104,13.86820644792169,0.009371095376926281,0.037484381507705125,0.6091211995002083,0.030237887069130637,0.06647829518927688,0.1794262473045366,0.12996028533037818
Alaves,2115,Hernán Pérez,AMR,Midfield,0,0,0,8,2,0,367,0.3496760688722133,0.416967824101448,0.867212042212486,0.2122339569032192,0.0,0.0,1.9618528610354222,0.08575162451907138,0.10225368983414257,0.21266780326736714,0.05204647444493114
Alaves,2132,Jota,MR,Midfield,0,2,0,16,3,1,1432,0.8305755611509081,2.254388821311295,3.3382888752967115,0.9876276142895218,0.0,0.12569832402234637,1.005586592178771,0.0522009780052945,0.14168644826677132,0.20980865836362014,0.06207156793719062
Alaves,2137,Aleksandar Pantic,DC,Defence,0,0,0,1,1,0,155,0.056233000010252,0.0,0.0,0.0,0.0,0.0,0.5806451612903226,0.03265141936079148,0.0,0.0,0.0
Alaves,2185,Deyverson,FW,Attacking,8,4,0,70,18,0,3428,10.475962070748208,3.833755312487482,15.003510124981403,2.5803400129079814,0.2100350058343057,0.10501750291715285,1.837806301050175,0.27503984433119566,0.1006528524282011,0.39390779207944177,0.06774521620820255
Alaves,2191,Vigaray,DR,Defence,0,3,0,7,8,0,2397,0.3412578967399891,1.7101092198863619,4.102754036895929,2.137867788784205,0.0,0.11264080100125157,0.26282853566958697,0.01281318761226492,0.06420935744254175,0.15404583367569194,0.08027038005447579
Alaves,2196,Álvaro Medrán,DMC,Midfield,2,0,0,17,2,0,935,1.0444613611325617,0.8665030002593992,2.528300499543547,1.1939771287143226,0.1925133689839572,0.0,1.6363636363636362,0.10053638770259951,0.08340670590732185,0.2433658234854751,0.1149282797692931
Alaves,2216,Jony,ML,Midfield,5,10,0,54,3,0,3010,4.312330758199095,9.690812710672615,12.975019738078116,4.579494079574942,0.14950166112956811,0.29900332225913623,1.6146179401993355,0.12894012233817892,0.28975851958821774,0.38795740080632235,0.13692839440589527
Alaves,2237,Héctor,DL,Defence,0,0,0,0,0,0,15,0.0,0.0,0.0110529428347945,0.0110529428347945,0.0,0.0,0.0,0.0,0.0,0.066317657008767,0.066317657008767
